,game_id,season,type,date_time,away_team_id,home_team_id,away_goals,home_goals,outcome,venue,win_loss,streak
5938,5939,20142015,R,2015-04-04,5,29,3,5,home win REG,Nationwide Arena,w,9
5950,5951,20142015,R,2015-04-06,29,3,3,4,home win OT,Madison Square Garden,l,-1
5961,5962,20142015,R,2015-04-08,10,29,0,5,home win REG,Nationwide Arena,w,1
5971,5972,20142015,R,2015-04-10,7,29,2,4,home win REG,Nationwide Arena,w,2
5986,5987,20142015,R,2015-04-11,29,2,5,4,away win SO,Nassau Coliseum,w,3
4766,4767,20142015,R,2014-10-09,13,14,2,3,home win OT,Amalie Arena,l,-1
4787,4788,20142015,R,2014-10-11,1,13,5,1,away win REG,BB&T Center,l,-2
4799,4800,20142015,R,2014-10-13,9,13,1,0,away win REG,BB&T Center,l,-3
4820,4821,20142015,R,2014-10-17,13,7,1,0,away win REG,First Niagara Center,w,1
4828,4829,20142015,R,2014-10-18,13,15,1,2,home win SO,Verizon Center,l,-1
4847,4848,20142015,R,2014-10-22,13,21,4,3,away win OT,Pepsi Center,w,1
4875,4876,20142015,R,2014-10-26,13,53,1,2,home win OT,Gila River Arena,l,-1
4904,4905,20142015,R,2014-10-30,53,13,1,2,home win REG,BB&T Center,w,1
4922,4923,20142015,R,2014-11-01,4,13,1,2,home win REG,BB&T Center,w,2
4936,4937,20142015,R,2014-11-05,13,6,1,2,home win OT,TD Garden,l,-1
4956,4957,20142015,R,2014-11-07,13,4,1,4,home win REG,Wells Fargo Center,l,-2
4963,4964,20142015,R,2014-11-08,20,13,6,4,away win REG,BB&T Center,l,-3
4988,4989,20142015,R,2014-11-12,28,13,1,4,home win REG,BB&T Center,w,1
5012,5013,20142015,R,2014-11-15,2,13,4,3,away win SO,BB&T Center,l,-1
5028,5029,20142015,R,2014-11-17,13,24,6,2,away win REG,Honda Center,w,1
5033,5034,20142015,R,2014-11-19,13,26,2,5,home win REG,STAPLES Center,l,-1
5052,5053,20142015,R,2014-11-21,13,28,3,2,away win SO,SAP Center at San Jose,w,1
5070,5071,20142015,R,2014-11-23,13,18,2,3,home win SO,Bridgestone Arena,l,-1
5076,5077,20142015,R,2014-11-25,30,13,4,1,away win REG,BB&T Center,l,-2
5087,5088,20142015,R,2014-11-27,12,13,0,1,home win REG,BB&T Center,w,1
5107,5108,20142015,R,2014-11-29,9,13,2,3,home win REG,BB&T Center,w,2
5121,5122,20142015,R,2014-12-02,13,29,1,2,home win REG,Nationwide Arena,l,-1
5134,5135,20142015,R,2014-12-03,13,17,4,3,away win REG,Joe Louis Arena,w,1
5149,5150,20142015,R,2014-12-05,29,13,4,3,away win SO,BB&T Center,l,-1
5157,5158,20142015,R,2014-12-07,7,13,2,3,home win REG,BB&T Center,w,1
5170,5171,20142015,R,2014-12-09,13,19,2,4,home win REG,Scottrade Center,l,-1
5199,5200,20142015,R,2014-12-13,13,17,3,2,away win SO,Joe Louis Arena,w,1
5208,5209,20142015,R,2014-12-14,13,7,3,4,home win OT,First Niagara Center,l,-1
5227,5228,20142015,R,2014-12-17,15,13,1,2,home win SO,BB&T Center,w,1
5237,5238,20142015,R,2014-12-19,13,4,2,1,away win SO,Wells Fargo Center,w,2
5254,5255,20142015,R,2014-12-21,13,5,1,3,home win REG,CONSOL Energy Center,l,-1
5261,5262,20142015,R,2014-12-23,5,13,3,4,home win SO,BB&T Center,w,1
5283,5284,20142015,R,2014-12-28,10,13,4,6,home win REG,BB&T Center,w,2
5306,5307,20142015,R,2014-12-31,3,13,5,2,away win REG,BB&T Center,l,-1
5307,5308,20142015,R,2014-12-31,8,13,2,1,away win SO,BB&T Center,l,-2
5324,5325,20142015,R,2015-01-03,13,7,2,0,away win REG,First Niagara Center,w,1
5336,5337,20142015,R,2015-01-04,13,15,3,4,home win REG,Verizon Center,l,-1
5367,5368,20142015,R,2015-01-09,13,23,3,1,away win REG,Rogers Arena,w,1
5373,5374,20142015,R,2015-01-10,13,20,6,5,away win REG,Scotiabank Saddledome,w,2
5390,5391,20142015,R,2015-01-12,13,22,4,2,away win REG,Rexall Place,w,3
5403,5404,20142015,R,2015-01-14,13,52,2,8,home win REG,MTS Centre,l,-1
5411,5412,20142015,R,2015-01-16,21,13,4,2,away win REG,BB&T Center,l,-2
5436,5437,20142015,R,2015-01-18,22,13,3,2,away win SO,BB&T Center,l,-3
5445,5446,20142015,R,2015-01-20,23,13,2,1,away win REG,BB&T Center,l,-4
5466,5467,20142015,R,2015-01-28,17,13,5,4,away win REG,BB&T Center,l,-5
5481,5482,20142015,R,2015-01-30,29,13,2,3,home win REG,BB&T Center,w,1
5497,5498,20142015,R,2015-02-01,13,1,1,3,home win REG,Prudential Center,l,-1
5508,5509,20142015,R,2015-02-03,13,3,3,6,home win REG,Madison Square Garden,l,-2
5519,5520,20142015,R,2015-02-04,13,2,4,2,away win REG,Nassau Coliseum,w,1
5528,5529,20142015,R,2015-02-06,26,13,2,3,home win REG,BB&T Center,w,2
5540,5541,20142015,R,2015-02-08,18,13,3,2,away win SO,BB&T Center,l,-1
5569,5570,20142015,R,2015-02-11,24,13,2,6,home win REG,BB&T Center,w,1
5575,5576,20142015,R,2015-02-13,13,30,1,2,home win REG,Xcel Energy Center,l,-1
5586,5587,20142015,R,2015-02-14,13,25,0,2,home win REG,American Airlines Center,l,-2
5595,5596,20142015,R,2015-02-15,19,13,2,1,away win SO,BB&T Center,l,-3
5615,5616,20142015,R,2015-02-18,13,10,3,2,away win REG,Air Canada Centre,w,1
5628,5629,20142015,R,2015-02-20,13,8,3,2,away win SO,Centre Bell,w,2
5643,5644,20142015,R,2015-02-22,13,9,1,4,home win REG,Canadian Tire Centre,l,-1
5646,5647,20142015,R,2015-02-22,13,5,1,5,home win REG,CONSOL Energy Center,l,-2
5658,5659,20142015,R,2015-02-25,13,16,2,3,home win SO,United Center,l,-3
5680,5681,20142015,R,2015-02-27,16,13,3,0,away win REG,BB&T Center,l,-4
5691,5692,20142015,R,2015-02-28,7,13,3,5,home win REG,BB&T Center,w,1
5696,5697,20142015,R,2015-03-01,14,13,3,4,home win REG,BB&T Center,w,2
5706,5707,20142015,R,2015-03-04,10,13,3,2,away win REG,BB&T Center,l,-1
5721,5722,20142015,R,2015-03-06,25,13,4,3,away win SO,BB&T Center,l,-2
5735,5736,20142015,R,2015-03-08,2,13,3,4,home win SO,BB&T Center,w,1
5771,5772,20142015,R,2015-03-12,52,13,2,4,home win REG,BB&T Center,w,2
5786,5787,20142015,R,2015-03-14,13,12,2,0,away win REG,PNC Arena,w,3
5793,5794,20142015,R,2015-03-15,13,3,1,2,home win REG,Madison Square Garden,l,-1
5804,5805,20142015,R,2015-03-17,8,13,3,2,away win REG,BB&T Center,l,-2
5817,5818,20142015,R,2015-03-19,17,13,1,3,home win REG,BB&T Center,w,1
5830,5831,20142015,R,2015-03-21,6,13,1,2,home win SO,BB&T Center,w,2
5857,5858,20142015,R,2015-03-24,13,14,3,4,home win REG,Amalie Arena,l,-1
5867,5868,20142015,R,2015-03-26,13,10,4,1,away win REG,Air Canada Centre,w,1
5876,5877,20142015,R,2015-03-28,13,8,2,3,home win OT,Centre Bell,l,-1
5890,5891,20142015,R,2015-03-29,13,9,4,2,away win REG,Canadian Tire Centre,w,1
5903,5904,20142015,R,2015-03-31,13,6,2,3,home win REG,TD Garden,l,-1
5921,5922,20142015,R,2015-04-02,12,13,1,6,home win REG,BB&T Center,w,1
5929,5930,20142015,R,2015-04-04,14,13,4,0,away win REG,BB&T Center,l,-1
5943,5944,20142015,R,2015-04-05,8,13,4,1,away win REG,BB&T Center,l,-2
5966,5967,20142015,R,2015-04-09,6,13,2,4,home win REG,BB&T Center,w,1
5989,5990,20142015,R,2015-04-11,1,13,2,3,home win REG,BB&T Center,w,2
4776,4777,20142015,R,2014-10-10,2,12,5,3,away win REG,PNC Arena,w,1
4788,4789,20142015,R,2014-10-11,12,2,3,4,home win REG,Nassau Coliseum,w,2
4806,4807,20142015,R,2014-10-14,2,3,6,3,away win REG,Madison Square Garden,w,3
4814,4815,20142015,R,2014-10-16,28,2,3,4,home win SO,Nassau Coliseum,w,4
4829,4830,20142015,R,2014-10-18,2,5,1,3,home win REG,CONSOL Energy Center,l,-1
4845,4846,20142015,R,2014-10-21,10,2,5,2,away win REG,Nassau Coliseum,l,-2
4857,4858,20142015,R,2014-10-23,2,6,3,2,away win REG,TD Garden,w,1
4868,4869,20142015,R,2014-10-25,25,2,5,7,home win REG,Nassau Coliseum,w,2
4893,4894,20142015,R,2014-10-28,52,2,4,3,away win REG,Nassau Coliseum,l,-1
4908,4909,20142015,R,2014-10-31,2,21,0,5,home win REG,Pepsi Center,l,-2
4924,4925,20142015,R,2014-11-02,2,28,1,3,home win REG,SAP Center at San Jose,l,-3
4949,4950,20142015,R,2014-11-06,2,24,3,2,away win OT,Honda Center,w,1
4954,4955,20142015,R,2014-11-07,2,26,2,1,away win SO,STAPLES Center,w,2
4969,4970,20142015,R,2014-11-09,2,53,1,0,away win REG,Gila River Arena,w,3
4986,4987,20142015,R,2014-11-12,21,2,0,6,home win REG,Nassau Coliseum,w,4
5012,5013,20142015,R,2014-11-15,2,13,4,3,away win SO,BB&T Center,w,5
5016,5017,20142015,R,2014-11-16,2,14,2,5,home win REG,Amalie Arena,l,-1
5038,5039,20142015,R,2014-11-19,14,2,2,5,home win REG,Nassau Coliseum,w,1
5055,5056,20142015,R,2014-11-22,2,5,5,4,away win SO,CONSOL Energy Center,w,2
5064,5065,20142015,R,2014-11-23,5,2,1,4,home win REG,Nassau Coliseum,w,3
5078,5079,20142015,R,2014-11-25,4,2,0,1,home win SO,Nassau Coliseum,w,4
5092,5093,20142015,R,2014-11-27,15,2,2,3,home win OT,Nassau Coliseum,w,5
5097,5098,20142015,R,2014-11-28,2,15,2,5,home win REG,Verizon Center,l,-1
5117,5118,20142015,R,2014-11-30,1,2,1,3,home win REG,Nassau Coliseum,w,1
5126,5127,20142015,R,2014-12-03,9,2,2,3,home win OT,Nassau Coliseum,w,2
5148,5149,20142015,R,2014-12-05,2,9,2,1,away win REG,Canadian Tire Centre,w,3
5154,5155,20142015,R,2014-12-06,19,2,6,4,away win REG,Nassau Coliseum,l,-1
5176,5177,20142015,R,2014-12-10,2,30,4,5,home win REG,Xcel Energy Center,l,-2
5184,5185,20142015,R,2014-12-12,2,19,3,6,home win REG,Scottrade Center,l,-3
5201,5202,20142015,R,2014-12-14,16,2,2,3,home win REG,Nassau Coliseum,w,1
5214,5215,20142015,R,2014-12-16,1,2,2,3,home win SO,Nassau Coliseum,w,2
5241,5242,20142015,R,2014-12-20,2,17,2,1,away win REG,Joe Louis Arena,w,3
5252,5253,20142015,R,2014-12-21,14,2,1,3,home win REG,Nassau Coliseum,w,4
5269,5270,20142015,R,2014-12-24,8,2,3,1,away win REG,Nassau Coliseum,l,-1
5280,5281,20142015,R,2014-12-28,2,7,3,4,home win SO,First Niagara Center,l,-2
5304,5305,20142015,R,2014-12-30,15,2,3,4,home win OT,Nassau Coliseum,w,1
5310,5311,20142015,R,2014-12-31,2,52,5,2,away win REG,MTS Centre,w,2
5328,5329,20142015,R,2015-01-03,2,20,2,1,away win REG,Scotiabank Saddledome,w,3
5343,5344,20142015,R,2015-01-05,2,22,2,5,home win REG,Rexall Place,l,-1
5357,5358,20142015,R,2015-01-07,2,23,2,3,home win REG,Rogers Arena,l,-2
5374,5375,20142015,R,2015-01-10,2,1,3,2,away win OT,Prudential Center,w,1
5381,5382,20142015,R,2015-01-11,2,29,5,2,away win REG,Nationwide Arena,w,2
5401,5402,20142015,R,2015-01-14,2,3,3,0,away win REG,Madison Square Garden,w,3
5419,5420,20142015,R,2015-01-17,5,2,3,6,home win REG,Nassau Coliseum,w,4
5437,5438,20142015,R,2015-01-18,2,8,4,6,home win REG,Centre Bell,l,-1
5438,5439,20142015,R,2015-01-19,4,2,4,7,home win REG,Nassau Coliseum,w,1
5462,5463,20142015,R,2015-01-28,3,2,1,4,home win REG,Nassau Coliseum,w,2
5477,5478,20142015,R,2015-01-30,6,2,5,2,away win REG,Nassau Coliseum,l,-1
5486,5487,20142015,R,2015-01-31,2,17,1,4,home win REG,Joe Louis Arena,l,-2
5519,5520,20142015,R,2015-02-04,13,2,4,2,away win REG,Nassau Coliseum,l,-3
5529,5530,20142015,R,2015-02-06,2,4,3,2,away win SO,Wells Fargo Center,w,1
5542,5543,20142015,R,2015-02-08,2,7,3,2,away win REG,First Niagara Center,w,2
5554,5555,20142015,R,2015-02-08,2,6,1,2,home win REG,TD Garden,l,-1
5561,5562,20142015,R,2015-02-11,22,2,2,3,home win REG,Nassau Coliseum,w,1
5576,5577,20142015,R,2015-02-13,10,2,2,3,home win REG,Nassau Coliseum,w,2
5596,5597,20142015,R,2015-02-15,29,2,3,6,home win REG,Nassau Coliseum,w,3
5602,5603,20142015,R,2015-02-17,3,2,6,5,away win REG,Nassau Coliseum,l,-1
5616,5617,20142015,R,2015-02-18,2,12,4,1,away win REG,PNC Arena,w,1
5629,5630,20142015,R,2015-02-20,18,2,2,5,home win REG,Nassau Coliseum,w,2
5631,5632,20142015,R,2015-02-21,2,15,2,3,home win SO,Verizon Center,l,-1
5648,5649,20142015,R,2015-02-22,23,2,4,0,away win REG,Nassau Coliseum,l,-2
5668,5669,20142015,R,2015-02-25,53,2,1,5,home win REG,Nassau Coliseum,w,1
5685,5686,20142015,R,2015-02-28,12,2,5,3,away win REG,Nassau Coliseum,l,-1
5686,5687,20142015,R,2015-02-28,20,2,1,2,home win REG,Nassau Coliseum,w,1
5708,5709,20142015,R,2015-03-04,2,25,2,3,home win OT,American Airlines Center,l,-1
5722,5723,20142015,R,2015-03-06,2,18,4,3,away win REG,Bridgestone Arena,w,1
5735,5736,20142015,R,2015-03-08,2,13,3,4,home win SO,BB&T Center,l,-1
5750,5751,20142015,R,2015-03-09,2,10,4,3,away win OT,Air Canada Centre,w,1
5759,5760,20142015,R,2015-03-10,3,2,2,1,away win REG,Nassau Coliseum,l,-1
5779,5780,20142015,R,2015-03-13,9,2,2,1,away win REG,Nassau Coliseum,l,-2
5783,5784,20142015,R,2015-03-14,8,2,3,1,away win REG,Nassau Coliseum,l,-3
5810,5811,20142015,R,2015-03-18,2,16,1,4,home win REG,United Center,l,-4
5829,5830,20142015,R,2015-03-21,2,1,3,0,away win REG,Prudential Center,w,1
5854,5855,20142015,R,2015-03-24,30,2,2,1,away win SO,Nassau Coliseum,l,-1
5872,5873,20142015,R,2015-03-26,26,2,3,2,away win REG,Nassau Coliseum,l,-2
5881,5882,20142015,R,2015-03-28,24,2,3,2,away win REG,Nassau Coliseum,l,-3
5899,5900,20142015,R,2015-03-29,17,2,4,5,home win REG,Nassau Coliseum,w,1
5918,5919,20142015,R,2015-04-02,2,29,3,4,home win SO,Nationwide Arena,l,-1
5935,5936,20142015,R,2015-04-04,7,2,0,3,home win REG,Nassau Coliseum,w,1
5954,5955,20142015,R,2015-04-07,2,4,4,5,home win REG,Wells Fargo Center,l,-1
5975,5976,20142015,R,2015-04-10,2,5,3,1,away win REG,CONSOL Energy Center,w,1
5986,5987,20142015,R,2015-04-11,29,2,5,4,away win SO,Nassau Coliseum,l,-1
4780,4781,20142015,R,2014-10-10,21,30,0,5,home win REG,Xcel Energy Center,l,-1
4790,4791,20142015,R,2014-10-12,30,21,3,0,away win REG,Pepsi Center,l,-2
4798,4799,20142015,R,2014-10-13,21,6,2,1,away win REG,TD Garden,w,1
4803,4804,20142015,R,2014-10-14,21,10,2,3,home win OT,Air Canada Centre,l,-1
4812,4813,20142015,R,2014-10-16,21,9,3,5,home win REG,Canadian Tire Centre,l,-2
4830,4831,20142015,R,2014-10-18,21,8,2,3,home win REG,Centre Bell,l,-3
4847,4848,20142015,R,2014-10-22,13,21,4,3,away win OT,Pepsi Center,l,-4
4869,4870,20142015,R,2014-10-25,23,21,3,7,home win REG,Pepsi Center,w,1
4877,4878,20142015,R,2014-10-26,21,52,1,2,home win OT,MTS Centre,l,-1
4894,4895,20142015,R,2014-10-29,28,21,3,2,away win SO,Pepsi Center,l,-2
4908,4909,20142015,R,2014-10-31,2,21,0,5,home win REG,Pepsi Center,w,1
4925,4926,20142015,R,2014-11-02,21,19,2,3,home win SO,Scottrade Center,l,-1
4930,4931,20142015,R,2014-11-03,24,21,3,2,away win REG,Pepsi Center,l,-2
4946,4947,20142015,R,2014-11-05,23,21,5,2,away win REG,Pepsi Center,l,-3
4950,4951,20142015,R,2014-11-07,10,21,3,4,home win SO,Pepsi Center,w,1
4973,4974,20142015,R,2014-11-09,21,4,3,4,home win REG,Wells Fargo Center,l,-1
4986,4987,20142015,R,2014-11-12,21,2,0,6,home win REG,Nassau Coliseum,l,-2
5003,5004,20142015,R,2014-11-14,21,3,4,3,away win SO,Madison Square Garden,w,1
5025,5026,20142015,R,2014-11-16,21,1,3,2,away win REG,Prudential Center,w,2
5050,5051,20142015,R,2014-11-21,15,21,3,2,away win REG,Pepsi Center,l,-1
5060,5061,20142015,R,2014-11-23,12,21,3,4,home win REG,Pepsi Center,w,1
5085,5086,20142015,R,2014-11-26,21,53,4,3,away win OT,Gila River Arena,w,2
5089,5090,20142015,R,2014-11-27,16,21,3,2,away win REG,Pepsi Center,l,-1
5111,5112,20142015,R,2014-11-30,25,21,2,5,home win REG,Pepsi Center,w,1
5123,5124,20142015,R,2014-12-02,8,21,4,3,away win REG,Pepsi Center,l,-1
5147,5148,20142015,R,2014-12-05,21,20,3,4,home win OT,Scotiabank Saddledome,l,-2
5153,5154,20142015,R,2014-12-06,21,52,2,6,home win REG,MTS Centre,l,-3
5180,5181,20142015,R,2014-12-10,18,21,3,0,away win REG,Pepsi Center,l,-4
5186,5187,20142015,R,2014-12-12,52,21,3,4,home win SO,Pepsi Center,w,1
5209,5210,20142015,R,2014-12-14,19,21,3,2,away win OT,Pepsi Center,l,-1
5233,5234,20142015,R,2014-12-19,21,5,0,1,home win OT,CONSOL Energy Center,l,-2
5249,5250,20142015,R,2014-12-21,21,17,2,1,away win SO,Joe Louis Arena,w,1
5250,5251,20142015,R,2014-12-21,21,7,5,1,away win REG,First Niagara Center,w,2
5277,5278,20142015,R,2014-12-24,19,21,0,5,home win REG,Pepsi Center,w,3
5279,5280,20142015,R,2014-12-28,16,21,5,2,away win REG,Pepsi Center,l,-1
5301,5302,20142015,R,2014-12-30,21,19,0,3,home win REG,Scottrade Center,l,-2
5317,5318,20142015,R,2015-01-01,4,21,3,4,home win OT,Pepsi Center,w,1
5331,5332,20142015,R,2015-01-03,22,21,1,2,home win SO,Pepsi Center,w,2
5345,5346,20142015,R,2015-01-05,29,21,4,3,away win REG,Pepsi Center,l,-1
5349,5350,20142015,R,2015-01-07,21,16,2,0,away win REG,United Center,w,1
5366,5367,20142015,R,2015-01-09,9,21,2,5,home win REG,Pepsi Center,w,2
5375,5376,20142015,R,2015-01-10,25,21,3,4,home win REG,Pepsi Center,w,3
5391,5392,20142015,R,2015-01-13,21,15,1,2,home win REG,Verizon Center,l,-1
5395,5396,20142015,R,2015-01-14,21,12,2,3,home win SO,PNC Arena,l,-2
5411,5412,20142015,R,2015-01-16,21,13,4,2,away win REG,BB&T Center,w,1
5426,5427,20142015,R,2015-01-18,21,14,2,3,home win SO,Amalie Arena,l,-1
5442,5443,20142015,R,2015-01-20,21,19,1,3,home win REG,Scottrade Center,l,-2
5456,5457,20142015,R,2015-01-22,6,21,2,3,home win SO,Pepsi Center,w,1
5470,5471,20142015,R,2015-01-28,21,18,3,4,home win OT,Bridgestone Arena,l,-1
5492,5493,20142015,R,2015-01-31,18,21,0,3,home win REG,Pepsi Center,w,1
5513,5514,20142015,R,2015-02-04,21,25,3,2,away win SO,American Airlines Center,w,2
5526,5527,20142015,R,2015-02-06,17,21,3,0,away win REG,Pepsi Center,l,-1
5548,5549,20142015,R,2015-02-08,21,30,0,1,home win REG,Xcel Energy Center,l,-2
5549,5550,20142015,R,2015-02-08,21,52,3,5,home win REG,MTS Centre,l,-3
5579,5580,20142015,R,2015-02-13,3,21,6,3,away win REG,Pepsi Center,l,-4
5591,5592,20142015,R,2015-02-15,25,21,1,4,home win REG,Pepsi Center,w,1
5607,5608,20142015,R,2015-02-17,53,21,2,5,home win REG,Pepsi Center,w,2
5617,5618,20142015,R,2015-02-19,26,21,4,1,away win REG,Pepsi Center,l,-1
5630,5631,20142015,R,2015-02-21,21,16,4,1,away win REG,United Center,w,1
5653,5654,20142015,R,2015-02-23,14,21,4,5,home win REG,Pepsi Center,w,2
5664,5665,20142015,R,2015-02-25,21,18,2,5,home win REG,Bridgestone Arena,l,-1
5682,5683,20142015,R,2015-02-28,21,25,5,4,away win SO,American Airlines Center,w,1
5698,5699,20142015,R,2015-03-01,30,21,3,1,away win REG,Pepsi Center,l,-1
5718,5719,20142015,R,2015-03-05,5,21,1,3,home win REG,Pepsi Center,w,1
5740,5741,20142015,R,2015-03-08,21,29,4,0,away win REG,Nationwide Arena,w,2
5744,5745,20142015,R,2015-03-08,21,30,3,2,away win REG,Xcel Energy Center,w,3
5761,5762,20142015,R,2015-03-11,26,21,5,2,away win REG,Pepsi Center,l,-1
5775,5776,20142015,R,2015-03-13,1,21,1,2,home win SO,Pepsi Center,w,1
5796,5797,20142015,R,2015-03-15,20,21,2,3,home win REG,Pepsi Center,w,2
5828,5829,20142015,R,2015-03-20,21,53,5,2,away win REG,Gila River Arena,w,3
5837,5838,20142015,R,2015-03-21,21,24,2,3,home win OT,Honda Center,l,-1
5852,5853,20142015,R,2015-03-24,21,20,2,3,home win REG,Scotiabank Saddledome,l,-2
5873,5874,20142015,R,2015-03-26,21,22,3,4,home win REG,Rexall Place,l,-3
5874,5875,20142015,R,2015-03-27,21,23,4,1,away win REG,Rogers Arena,w,1
5888,5889,20142015,R,2015-03-29,7,21,3,5,home win REG,Pepsi Center,w,2
5906,5907,20142015,R,2015-03-31,22,21,4,1,away win REG,Pepsi Center,l,-1
5920,5921,20142015,R,2015-04-02,21,28,1,5,home win REG,SAP Center at San Jose,l,-2
5932,5933,20142015,R,2015-04-04,21,24,4,2,away win REG,Honda Center,w,1
5944,5945,20142015,R,2015-04-05,21,26,1,3,home win REG,STAPLES Center,l,-1
5962,5963,20142015,R,2015-04-08,18,21,2,3,home win REG,Pepsi Center,w,1
5974,5975,20142015,R,2015-04-10,52,21,0,1,home win SO,Pepsi Center,w,2
5990,5991,20142015,R,2015-04-12,16,21,2,3,home win REG,Pepsi Center,w,3
4768,4769,20142015,R,2014-10-09,28,26,4,0,away win REG,STAPLES Center,w,1
4791,4792,20142015,R,2014-10-12,52,28,0,3,home win REG,SAP Center at San Jose,w,2
4805,4806,20142015,R,2014-10-14,28,15,6,5,away win SO,Verizon Center,w,3
4814,4815,20142015,R,2014-10-16,28,2,3,4,home win SO,Nassau Coliseum,l,-1
4832,4833,20142015,R,2014-10-18,28,1,4,2,away win REG,Prudential Center,w,1
4838,4839,20142015,R,2014-10-19,28,3,0,4,home win REG,Madison Square Garden,l,-1
4842,4843,20142015,R,2014-10-21,28,6,3,5,home win REG,TD Garden,l,-2
4862,4863,20142015,R,2014-10-24,29,28,5,4,away win REG,SAP Center at San Jose,l,-3
4866,4867,20142015,R,2014-10-25,7,28,2,1,away win REG,SAP Center at San Jose,l,-4
4885,4886,20142015,R,2014-10-27,28,24,4,1,away win REG,Honda Center,w,1
4894,4895,20142015,R,2014-10-29,28,21,3,2,away win SO,Pepsi Center,w,2
4910,4911,20142015,R,2014-10-31,28,30,3,4,home win SO,Xcel Energy Center,l,-1
4924,4925,20142015,R,2014-11-02,2,28,1,3,home win REG,SAP Center at San Jose,w,1
4957,4958,20142015,R,2014-11-07,23,28,3,2,away win REG,SAP Center at San Jose,l,-1
4967,4968,20142015,R,2014-11-09,28,25,5,3,away win REG,American Airlines Center,w,1
4981,4982,20142015,R,2014-11-10,28,16,2,5,home win REG,United Center,l,-1
4988,4989,20142015,R,2014-11-12,28,13,1,4,home win REG,BB&T Center,l,-2
4997,4998,20142015,R,2014-11-14,28,14,2,1,away win REG,Amalie Arena,w,1
5018,5019,20142015,R,2014-11-16,28,12,2,0,away win REG,PNC Arena,w,2
5023,5024,20142015,R,2014-11-16,28,29,1,2,home win REG,Nationwide Arena,l,-1
5032,5033,20142015,R,2014-11-19,28,7,1,4,home win REG,First Niagara Center,l,-2
5052,5053,20142015,R,2014-11-21,13,28,3,2,away win SO,SAP Center at San Jose,l,-3
5059,5060,20142015,R,2014-11-23,53,28,4,3,away win SO,SAP Center at San Jose,l,-4
5086,5087,20142015,R,2014-11-27,20,28,2,0,away win REG,SAP Center at San Jose,l,-5
5114,5115,20142015,R,2014-11-30,24,28,4,6,home win REG,SAP Center at San Jose,w,1
5132,5133,20142015,R,2014-12-03,4,28,1,2,home win REG,SAP Center at San Jose,w,2
5146,5147,20142015,R,2014-12-05,6,28,4,7,home win REG,SAP Center at San Jose,w,3
5162,5163,20142015,R,2014-12-07,28,20,3,2,away win REG,Scotiabank Saddledome,w,4
5168,5169,20142015,R,2014-12-08,28,22,1,2,home win REG,Rexall Place,l,-1
5179,5180,20142015,R,2014-12-10,22,28,2,5,home win REG,SAP Center at San Jose,w,1
5191,5192,20142015,R,2014-12-12,30,28,1,2,home win REG,SAP Center at San Jose,w,2
5204,5205,20142015,R,2014-12-14,18,28,0,2,home win REG,SAP Center at San Jose,w,3
5235,5236,20142015,R,2014-12-19,22,28,3,4,home win REG,SAP Center at San Jose,w,4
5251,5252,20142015,R,2014-12-21,19,28,2,3,home win OT,SAP Center at San Jose,w,5
5266,5267,20142015,R,2014-12-23,28,24,2,3,home win OT,Honda Center,l,-1
5278,5279,20142015,R,2014-12-28,28,26,1,3,home win REG,STAPLES Center,l,-2
5311,5312,20142015,R,2014-12-31,23,28,3,1,away win REG,SAP Center at San Jose,l,-3
5313,5314,20142015,R,2015-01-01,28,24,3,0,away win REG,Honda Center,w,1
5333,5334,20142015,R,2015-01-04,19,28,7,2,away win REG,SAP Center at San Jose,l,-1
